Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_1,Outlet_Size_2,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
NCB19,6.525,0.8883193662318094,Household,86.7882,OUT035,2004,1975.4286,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
FDZ34,6.695,0.7500000000000001,Starchy Foods,191.882,OUT013,1987,3861.64,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDV22,14.85,0.8991804534220366,Snack Foods,157.963,OUT045,2002,2816.3340000000007,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDO40,17.1,0.8995681245172041,Frozen Foods,150.7392,OUT049,1999,3131.9232,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDD21,10.3,0.75,Fruits and Vegetables,115.0176,OUT013,1987,4122.6336,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDO36,19.7,0.8693614121510064,Baking Goods,179.166,OUT013,1987,3056.022,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDV34,10.695,0.8815542281457217,Snack Foods,73.5038,OUT049,1999,1478.076,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
NCY18,7.285,0.9315179157670477,Household,177.1054,OUT045,2002,2626.581,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
NCM54,17.7,0.8732470756551151,Household,127.3678,OUT018,2009,3306.3628,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
FDB59,18.25,1.0009913853001393,Snack Foods,198.0084,OUT049,1999,793.6336,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDS45,5.175,1.3889751784300493,Snack Foods,106.7622,OUT010,1998,211.7244,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDV24,5.635,0.8,Baking Goods,148.705,OUT049,1999,1198.44,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDD46,6.035,1.3530036886800711,Snack Foods,155.5998,OUT010,1998,153.7998,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDQ39,14.8,0.9301313717789848,Meat,191.4846,OUT018,2009,3057.3536,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDD52,18.25,1.0000392534100346,Dairy,111.657,OUT046,1997,1537.9979999999996,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDL39,16.1,1.003167232226885,Dairy,179.4318,OUT018,2009,360.8636,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDV02,16.75,1.003675796339853,Dairy,170.4106,OUT018,2009,513.3318,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDE11,17.7,0.8000000000000002,Starchy Foods,184.3924,OUT046,1997,4257.1252,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
NCU54,8.88,0.8994301023221764,Household,208.927,OUT049,1999,7130.718000000002,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
FDR43,18.2,1.5434528074382547,Fruits and Vegetables,38.319,OUT010,1998,109.857,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDD51,11.15,0.8942003081074796,Dairy,44.9744,OUT013,1987,498.0184,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDO60,20.0,0.92298863501284,Baking Goods,45.3086,OUT017,2007,490.6946,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
NCS06,7.935,0.9065033793272053,Household,263.091,OUT013,1987,5522.811,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
FDX50,20.1,0.9235612045508116,Dairy,110.7228,OUT045,2002,1657.842,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDQ55,13.65,0.9995435362727255,Fruits and Vegetables,114.7834,OUT035,2004,3455.502,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDL52,6.635,0.8277685564184385,Frozen Foods,36.7506,OUT018,2009,75.9012,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDK52,18.25,0.9642001883955544,Frozen Foods,226.1062,OUT045,2002,6771.186,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
NCO02,11.15,1.0329997725551734,Others,66.0142,OUT017,2007,988.713,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
NCO30,19.5,0.887525773632357,Household,185.6608,OUT035,2004,918.804,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
FDA33,6.48,0.9997451861086601,Snack Foods,148.2076,OUT049,1999,3399.5748,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDB12,11.15,0.9982480267277517,Baking Goods,102.7648,OUT013,1987,1142.5128,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDT40,5.985,0.915977230169894,Frozen Foods,125.8678,OUT013,1987,3560.6984,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
NCO05,7.27,1.004560293527824,Health and Hygiene,99.3384,OUT017,2007,2759.0752,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
FDR32,6.78,0.75,Fruits and Vegetables,227.5694,OUT049,1999,3653.9104,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDM04,9.195,1.00235897182898,Frozen Foods,50.7666,OUT018,2009,512.6659999999998,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
DRL01,19.5,0.8300692863428974,Soft Drinks,232.8958,OUT013,1987,5608.6992,26,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
FDQ56,6.59,0.9159393400145459,Fruits and Vegetables,83.9908,OUT018,2009,1426.1436,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDH08,7.51,0.8428435492927261,Fruits and Vegetables,229.601,OUT046,1997,6201.927,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
NCQ06,13.0,1.614810587658441,Household,254.1014,OUT019,1985,255.0014,28,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
FDG16,15.25,1.5541934527314103,Frozen Foods,215.0192,OUT019,1985,1078.596,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDZ40,8.935,0.9934744732826536,Frozen Foods,55.7298,OUT027,1985,1024.6662,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDY51,12.5,0.9996916094440019,Meat,220.0798,OUT035,2004,1322.2788,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
NCN41,17.0,0.781026799985913,Health and Hygiene,123.773,OUT018,2009,1231.73,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
NCM17,7.93,0.9943509837966448,Health and Hygiene,46.4086,OUT027,1985,2007.387,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
FDP39,12.65,0.8347540869140616,Meat,53.5324,OUT017,2007,830.9184,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDZ08,12.5,1.0200664578735859,Fruits and Vegetables,82.7592,OUT035,2004,577.9144,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDU03,18.7,1.0008904474595905,Meat,184.2292,OUT018,2009,1277.0044,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDZ49,11.0,1.0003803210791584,Canned,218.4798,OUT046,1997,2203.798,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
NCX30,16.7,1.555194706557409,Household,248.6776,OUT019,1985,495.3552,28,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
FDV08,7.35,1.001921088499267,Fruits and Vegetables,40.5454,OUT045,2002,545.2902,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDB15,10.895,0.9102188449573524,Dairy,264.5568,OUT013,1987,5536.7928,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDY49,17.2,0.9130817611127492,Canned,165.3184,OUT013,1987,990.7104,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDF24,15.5,0.9032776882085264,Baking Goods,83.7934,OUT017,2007,1474.0812,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
DRK47,7.905,1.0006622883339378,Hard Drinks,229.4694,OUT045,2002,2055.3246,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
DRD37,9.8,0.915865554027926,Soft Drinks,45.006,OUT017,2007,792.302,6,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
FDH40,11.6,0.9021528250130038,Frozen Foods,79.2276,OUT018,2009,649.8208,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDL12,15.85,0.8661063743581777,Baking Goods,59.422,OUT027,1985,1078.596,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDW11,12.6,0.9940421422807012,Breads,60.1194,OUT027,1985,1114.5492,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
NCE06,5.825,0.7782194743642764,Household,159.7894,OUT035,2004,1294.3152,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
FDF32,16.35,0.7142857142857143,Fruits and Vegetables,196.3426,OUT018,2009,1384.1982,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
DRI47,14.7,0.8982486121030925,Hard Drinks,141.8128,OUT035,2004,1869.5664,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
DRA12,11.6,0.75,Soft Drinks,141.9154,OUT035,2004,992.7078,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
FDX45,16.75,0.9157936793890918,Snack Foods,155.16299999999995,OUT013,1987,2972.797,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDR35,12.5,0.9989120498345447,Breads,197.2742,OUT013,1987,2587.9646,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDK03,12.6,1.5251445548251326,Dairy,253.0356,OUT010,1998,254.3356,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCJ18,12.35,0.9117072373357475,Household,117.6124,OUT013,1987,3910.9092,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
FDN48,13.35,0.8710347086786014,Baking Goods,93.0804,OUT045,2002,2113.2492,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDZ59,6.63,1.4149176950614994,Baking Goods,165.65,OUT019,1985,665.8,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDB57,20.25,0.9951987321044226,Fruits and Vegetables,223.4772,OUT027,1985,7116.0704,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
DRP35,18.85,1.6003091422814897,Hard Drinks,129.3336,OUT019,1985,127.8336,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDZ59,6.63,0.8074497221760867,Baking Goods,166.85,OUT013,1987,5326.4,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDU58,6.61,0.8953104950766767,Snack Foods,188.4898,OUT018,2009,4677.245,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDL09,19.6,0.88890650926208,Snack Foods,166.8816,OUT035,2004,1845.5976,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDY38,13.6,0.8730750824689086,Dairy,234.53,OUT017,2007,6524.84,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDI46,9.5,0.994597738527983,Snack Foods,252.5724,OUT027,1985,3271.7412,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDL03,19.25,1.0044343584992326,Meat,197.511,OUT017,2007,982.055,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
DRC25,5.73,1.4433617379333903,Soft Drinks,86.7882,OUT019,1985,85.8882,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDU60,20.0,0.8178409931854357,Baking Goods,168.7132,OUT045,2002,6426.3016,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDP25,15.2,0.8584743021822775,Canned,217.0824,OUT027,1985,6769.8544,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDO57,20.75,1.3895137458701239,Snack Foods,161.0578,OUT010,1998,481.3734,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDQ09,7.235,1.030219107829079,Snack Foods,114.8834,OUT049,1999,3340.3186,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
NCY05,13.5,0.9942831511903798,Health and Hygiene,36.6874,OUT027,1985,1058.622,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
FDA20,6.78,1.0006506649149174,Fruits and Vegetables,187.724,OUT049,1999,1491.392,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDF16,7.3,1.4202410656341509,Frozen Foods,146.3076,OUT010,1998,886.8456,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCG07,12.3,0.9023450699881278,Household,188.753,OUT013,1987,3795.06,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
FDR46,16.85,0.847477762893779,Snack Foods,145.276,OUT018,2009,2490.092,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDP22,14.65,1.0274737406242307,Snack Foods,49.8666,OUT049,1999,563.9326,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDL45,15.6,0.8979636698730002,Snack Foods,123.7704,OUT035,2004,3129.26,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
NCF42,17.35,0.8663640403544975,Household,176.2712,OUT018,2009,1230.3984,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
FDD04,16.0,0.8890488704374653,Dairy,141.3154,OUT049,1999,3261.7542,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDC45,17.0,0.8920478818801494,Fruits and Vegetables,170.9106,OUT018,2009,1197.7742,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDI40,11.5,0.9997149052162552,Frozen Foods,100.5358,OUT045,2002,2111.2518,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDQ11,5.695,0.8695783918460955,Breads,256.5988,OUT046,1997,2055.9904,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
DRM48,15.2,1.000315042081855,Soft Drinks,36.0848,OUT046,1997,1193.1136,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
FDS12,9.1,0.8064986962418947,Baking Goods,126.5362,OUT013,1987,1761.7068,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDR46,16.85,0.888888888888889,Snack Foods,146.076,OUT017,2007,2636.568,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
NCO02,11.15,1.029272746304473,Others,65.9142,OUT045,2002,790.9704,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
FDQ52,17.0,0.9982659045546542,Frozen Foods,247.4434,OUT013,1987,2980.1208,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDY28,7.47,0.9507717903199006,Frozen Foods,215.2218,OUT017,2007,3419.5488,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDE32,20.7,0.9993560540704157,Fruits and Vegetables,37.3506,OUT046,1997,834.9132,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDJ58,15.6,0.848327948707834,Snack Foods,173.2764,OUT035,2004,3779.0808,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDJ27,17.7,0.9987041556248433,Meat,100.7674,OUT045,2002,814.9392,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
NCM18,13.0,1.001975487217583,Household,60.0194,OUT049,1999,1114.5492,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
FDA02,14.0,0.9047245615812347,Dairy,146.3786,OUT045,2002,866.8716,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDT26,18.85,0.9995627377677281,Dairy,119.044,OUT046,1997,2396.88,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
DRD60,15.7,0.8880001526713307,Soft Drinks,182.4634,OUT035,2004,1999.3974,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
NCR18,15.85,0.9987132216198267,Household,44.0112,OUT046,1997,468.7232,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
FDO27,6.175,1.0414620788270177,Meat,94.3752,OUT046,1997,1342.2528,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDP25,15.2,1.5103918648058554,Canned,216.4824,OUT019,1985,218.3824,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDQ51,16.0,0.8924464897812739,Meat,48.3718,OUT035,2004,614.5334,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
NCH07,13.15,0.8347790671758832,Household,158.1604,OUT017,2007,1426.1436,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
FDP44,16.5,0.9005163469312615,Fruits and Vegetables,102.7332,OUT045,2002,1537.9979999999996,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
NCP55,14.65,0.9511805443678072,Others,57.0614,OUT017,2007,939.4438,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
FDO09,13.5,1.0281456428404112,Snack Foods,261.491,OUT013,1987,3418.883,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDP38,10.1,0.8823755500856987,Canned,50.6008,OUT049,1999,404.8064,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDI48,11.85,1.0704240944144534,Baking Goods,51.4666,OUT017,2007,974.0654,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDS58,9.285,1.0431112065648795,Snack Foods,161.0578,OUT045,2002,2406.867,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDJ55,12.8,0.9215679653761728,Meat,223.5404,OUT035,2004,5626.01,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
NCF06,6.235,0.8175178988257923,Household,260.8962,OUT049,1999,5956.9126,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
FDF41,12.15,1.0006154556704903,Frozen Foods,246.846,OUT045,2002,6404.996,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
NCL05,19.6,1.5889696424105888,Health and Hygiene,44.077,OUT019,1985,216.385,28,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
FDT24,12.35,0.9595116223439525,Baking Goods,78.2328,OUT049,1999,1158.492,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDK08,9.195,1.390753010791685,Fruits and Vegetables,101.0016,OUT010,1998,202.4032,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDU55,16.2,1.0033677563779693,Fruits and Vegetables,260.3278,OUT018,2009,2342.9502,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCY18,7.285,0.9348909772526763,Household,174.6054,OUT017,2007,2976.7918,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
FDS11,7.05,0.8884873749501618,Breads,224.7088,OUT046,1997,3131.9232,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDC28,7.905,0.7142857142857143,Frozen Foods,109.9254,OUT019,1985,108.5254,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDR59,14.5,0.9219595421035616,Breads,262.3594,OUT046,1997,4448.2098,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
DRE15,13.35,0.75,Dairy,75.7012,OUT017,2007,1442.1228,6,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
FDP19,11.5,0.75,Fruits and Vegetables,128.4652,OUT049,1999,2841.6344,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
DRN47,12.1,0.934714998521086,Hard Drinks,180.666,OUT049,1999,2876.256,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
FDJ34,11.8,1.0031356393441646,Snack Foods,124.5704,OUT018,2009,1001.3632,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDX21,7.05,0.8520569687188928,Snack Foods,107.4912,OUT018,2009,982.7208,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDI57,19.85,0.9943873896277119,Seafood,195.7768,OUT027,1985,3547.3824,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
NCI42,18.75,1.0000392823167361,Household,207.0954,OUT046,1997,3125.931,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
FDL03,19.25,1.0008103771052508,Meat,196.311,OUT045,2002,3142.576,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDX37,16.2,0.8571428571428572,Canned,100.57,OUT013,1987,1398.18,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDW57,8.31,1.0424405389126783,Snack Foods,176.0028,OUT018,2009,4427.57,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDX14,13.1,0.8454300693269864,Dairy,73.8354,OUT017,2007,1956.1204,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDD09,13.5,1.0271507608243255,Fruits and Vegetables,180.5976,OUT046,1997,3078.6592,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDM09,11.15,0.8547197422904649,Snack Foods,169.679,OUT046,1997,1018.674,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
NCW54,7.5,1.0445339502116449,Household,56.2588,OUT018,2009,687.1056,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
DRL11,10.5,0.9946353218972546,Hard Drinks,156.5946,OUT027,1985,3787.0704,28,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDJ58,15.6,0.8519447714141359,Snack Foods,169.9764,OUT018,2009,2748.4224,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDX21,7.05,1.4857892815998226,Snack Foods,111.1912,OUT019,1985,109.1912,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDA20,6.78,1.0047486368955822,Fruits and Vegetables,186.524,OUT017,2007,2609.936,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDL34,16.0,0.9988808230324214,Snack Foods,141.1496,OUT035,2004,4516.7872,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDL38,13.8,0.8268464982662841,Canned,89.1172,OUT027,1985,2319.6472,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
DRL11,10.5,1.0035467705519192,Hard Drinks,159.6946,OUT018,2009,3629.2758,4,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDO40,17.1,0.9018304755852284,Frozen Foods,148.8392,OUT018,2009,2087.9488,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
DRZ24,7.535,0.7142857142857144,Soft Drinks,121.644,OUT045,2002,1557.9720000000002,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FDM52,15.1,0.9979409422545222,Frozen Foods,146.6076,OUT035,2004,2364.9216,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDM52,15.1,1.003775487990273,Frozen Foods,149.0076,OUT017,2007,4138.6128,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDV49,10.0,1.0036345445043657,Canned,264.7226,OUT018,2009,3171.8712,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDF47,20.85,1.0040551973632597,Starchy Foods,224.0746,OUT017,2007,2243.746,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDF56,16.7,0.8628943775203224,Fruits and Vegetables,182.1976,OUT035,2004,724.3904,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDW12,8.315,1.52611910320744,Baking Goods,143.6444,OUT010,1998,145.1444,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDY09,15.6,1.185605104618187,Snack Foods,173.8054,OUT019,1985,175.1054,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDY55,16.75,1.161874500611841,Fruits and Vegetables,258.4988,OUT035,2004,4111.9808,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDU36,6.15,1.5874649341243747,Baking Goods,98.8384,OUT019,1985,492.692,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NCR06,12.5,1.001421176051541,Household,42.9112,OUT049,1999,1022.6688,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
FDW24,6.8,0.8490419489042812,Baking Goods,49.9034,OUT046,1997,194.4136,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
